location,party_a,party_b,year
Angola,Government of Angola,UNITA,1991
Angola,Government of Angola,UNITA,1992
Angola,Government of Angola,UNITA,1993
Angola,Government of Angola,UNITA,1994
Angola,Government of Angola,UNITA,1995
Angola,Government of Angola,UNITA,1998
Angola,Government of Angola,UNITA,1999
Angola,Government of Angola,UNITA,2000
Angola,Government of Angola,UNITA,2001
Angola,Government of Angola,UNITA,2002
"Cambodia (Kampuchea), Vietnam (North Vietnam)",Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),1975
"Cambodia (Kampuchea), Vietnam (North Vietnam)",Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),1976
"Cambodia (Kampuchea), Vietnam (North Vietnam)",Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),1977
Ethiopia,Government of Ethiopia,Ogaden Liberation Front,1964
Ethiopia,Government of Ethiopia,WSLF,1976
Ethiopia,Government of Ethiopia,WSLF,1977
Ethiopia,Government of Ethiopia,WSLF,1978
Ethiopia,Government of Ethiopia,WSLF,1979
Ethiopia,Government of Ethiopia,WSLF,1980
Ethiopia,Government of Ethiopia,WSLF,1981
Ethiopia,Government of Ethiopia,WSLF,1982
Ethiopia,Government of Ethiopia,WSLF,1983
Ethiopia,Government of Ethiopia,AIAI,1993
Ethiopia,Government of Ethiopia,ONLF,1994
Ethiopia,Government of Ethiopia,"AIAI, ONLF",1996
Ethiopia,Government of Ethiopia,ONLF,1998
Ethiopia,Government of Ethiopia,"AIAI, ONLF",1999
Ethiopia,Government of Ethiopia,ONLF,2000
Ethiopia,Government of Ethiopia,ONLF,2001
Ethiopia,Government of Ethiopia,ONLF,2002
Ethiopia,Government of Ethiopia,ONLF,2003
Ethiopia,Government of Ethiopia,ONLF,2004
Ethiopia,Government of Ethiopia,ONLF,2005
Ethiopia,Government of Ethiopia,ONLF,2006
Ethiopia,Government of Ethiopia,ONLF,2007
Ethiopia,Government of Ethiopia,ONLF,2008
Ethiopia,Government of Ethiopia,ONLF,2009
Ethiopia,Government of Ethiopia,ONLF,2010
Ethiopia,Government of Ethiopia,ONLF,2011
Ethiopia,Government of Ethiopia,ONLF,2012
Ethiopia,Government of Ethiopia,ONLF,2013
Ethiopia,Government of Ethiopia,ONLF,2014
Ethiopia,Government of Ethiopia,ONLF,2015
Ethiopia,Government of Ethiopia,ONLF,2016
Indonesia,Government of Indonesia,CNRT,1975
Indonesia,Government of Indonesia,CNRT,1976
Indonesia,Government of Indonesia,CNRT,1977
Indonesia,Government of Indonesia,CNRT,1978
Indonesia,Government of Indonesia,CNRT,1979
Indonesia,Government of Indonesia,CNRT,1980
Indonesia,Government of Indonesia,CNRT,1981
Indonesia,Government of Indonesia,CNRT,1982
Indonesia,Government of Indonesia,CNRT,1983
Indonesia,Government of Indonesia,CNRT,1984
Indonesia,Government of Indonesia,CNRT,1985
Indonesia,Government of Indonesia,CNRT,1986
Indonesia,Government of Indonesia,CNRT,1987
Indonesia,Government of Indonesia,CNRT,1988
Indonesia,Government of Indonesia,CNRT,1992
Indonesia,Government of Indonesia,CNRT,1997
Indonesia,Government of Indonesia,CNRT,1998
Indonesia,Government of Indonesia,CNRT,1999
Morocco,Government of Morocco,POLISARIO,1975
Morocco,Government of Morocco,POLISARIO,1976
Morocco,Government of Morocco,POLISARIO,1977
Morocco,Government of Morocco,POLISARIO,1978
Morocco,Government of Morocco,POLISARIO,1979
Morocco,Government of Morocco,POLISARIO,1980
Morocco,Government of Morocco,POLISARIO,1981
Morocco,Government of Morocco,POLISARIO,1982
Morocco,Government of Morocco,POLISARIO,1983
Morocco,Government of Morocco,POLISARIO,1984
Morocco,Government of Morocco,POLISARIO,1985
Morocco,Government of Morocco,POLISARIO,1986
Morocco,Government of Morocco,POLISARIO,1987
Morocco,Government of Morocco,POLISARIO,1988
Morocco,Government of Morocco,POLISARIO,1989
Mozambique,Government of Mozambique,Renamo,1977
Mozambique,Government of Mozambique,Renamo,1978
Mozambique,Government of Mozambique,Renamo,1979
Mozambique,Government of Mozambique,Renamo,1980
Mozambique,Government of Mozambique,Renamo,1981
Mozambique,Government of Mozambique,Renamo,1982
Mozambique,Government of Mozambique,Renamo,1983
Mozambique,Government of Mozambique,Renamo,1984
Mozambique,Government of Mozambique,Renamo,1985
Mozambique,Government of Mozambique,Renamo,1986
Mozambique,Government of Mozambique,Renamo,1987
Mozambique,Government of Mozambique,Renamo,1988
Mozambique,Government of Mozambique,Renamo,1989
Mozambique,Government of Mozambique,Renamo,1990
Mozambique,Government of Mozambique,Renamo,1991
Mozambique,Government of Mozambique,Renamo,1992
Mozambique,Government of Mozambique,Renamo,2013
Mozambique,Government of Mozambique,Renamo,2014
Mozambique,Government of Mozambique,Renamo,2016
Mozambique,Government of Mozambique,ASWJ,2018
Mozambique,Government of Mozambique,ASWJ,2019
Afghanistan,Government of Afghanistan,PDPA,1978
Afghanistan,Government of Afghanistan,Jam'iyyat-i Islami-yi Afghanistan,1979
Afghanistan,Government of Afghanistan,"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan",1980
Afghanistan,Government of Afghanistan,"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan",1981
Afghanistan,Government of Afghanistan,"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan",1982
Afghanistan,Government of Afghanistan,"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan",1983
Afghanistan,Government of Afghanistan,"Harakat-i Inqilab-i Islami-yi Afghanistan , Harakat-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan",1984
Afghanistan,Government of Afghanistan,"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan",1985
Afghanistan,Government of Afghanistan,"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan",1986
Afghanistan,Government of Afghanistan,"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan",1987
Afghanistan,Government of Afghanistan,"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan",1988
Afghanistan,Government of Afghanistan,"Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan",1989
Afghanistan,Government of Afghanistan,"Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan, Military faction (forces of Shahnawaz Tanay)",1990
Afghanistan,Government of Afghanistan,"Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan",1991
Afghanistan,Government of Afghanistan,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan",1992
Afghanistan,Government of Afghanistan,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Junbish-i Milli-yi Islami",1993
Afghanistan,Government of Afghanistan,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Junbish-i Milli-yi Islami",1994
Afghanistan,Government of Afghanistan,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Junbish-i Milli-yi Islami, Taleban",1995
Afghanistan,Government of Afghanistan,"Jam'iyyat-i Islami-yi Afghanistan, Taleban, UIFSA",1996
Afghanistan,Government of Afghanistan,UIFSA,1997
Afghanistan,Government of Afghanistan,UIFSA,1998
Afghanistan,Government of Afghanistan,UIFSA,1999
Afghanistan,Government of Afghanistan,UIFSA,2000
Afghanistan,Government of Afghanistan,UIFSA,2001
Afghanistan,Government of Afghanistan,Hizb-i Islami-yi Afghanistan,2002
Afghanistan,Government of Afghanistan,"Hizb-i Islami-yi Afghanistan, Taleban",2003
Afghanistan,Government of Afghanistan,Taleban,2004
Afghanistan,Government of Afghanistan,Taleban,2005
Afghanistan,Government of Afghanistan,"Hizb-i Islami-yi Afghanistan, Taleban",2006
Afghanistan,Government of Afghanistan,Taleban,2007
Afghanistan,Government of Afghanistan,"Hizb-i Islami-yi Afghanistan, Taleban",2008
Afghanistan,Government of Afghanistan,"Hizb-i Islami-yi Afghanistan, Taleban",2009
Afghanistan,Government of Afghanistan,"Hizb-i Islami-yi Afghanistan, Taleban",2010
Afghanistan,Government of Afghanistan,"Hizb-i Islami-yi Afghanistan, Taleban",2011
Afghanistan,Government of Afghanistan,Taleban,2012
Afghanistan,Government of Afghanistan,"Hizb-i Islami-yi Afghanistan, Taleban",2013
Afghanistan,Government of Afghanistan,Taleban,2014
Afghanistan,Government of Afghanistan,Taleban,2015
Afghanistan,Government of Afghanistan,Taleban,2016
Afghanistan,Government of Afghanistan,Taleban,2017
Afghanistan,Government of Afghanistan,Taleban,2018
Afghanistan,Government of Afghanistan,Taleban,2019
Afghanistan,Government of Afghanistan,"High Council of Afghanistan Islamic Emirate, Taleban",2020
Afghanistan,Government of Afghanistan,"NRF, Taleban",2021
Afghanistan,Government of Afghanistan,"AFF, NRF",2022
Afghanistan,Government of Afghanistan,"AFF, NRF",2023
"China, Vietnam (North Vietnam)",Government of China,Government of Vietnam (North Vietnam),1974
"China, Vietnam (North Vietnam)",Government of China,Government of Vietnam (North Vietnam),1978
"China, Vietnam (North Vietnam)",Government of China,Government of Vietnam (North Vietnam),1979
"China, Vietnam (North Vietnam)",Government of China,Government of Vietnam (North Vietnam),1980
"China, Vietnam (North Vietnam)",Government of China,Government of Vietnam (North Vietnam),1981
"China, Vietnam (North Vietnam)",Government of China,Government of Vietnam (North Vietnam),1983
"China, Vietnam (North Vietnam)",Government of China,Government of Vietnam (North Vietnam),1984
"China, Vietnam (North Vietnam)",Government of China,Government of Vietnam (North Vietnam),1986
"China, Vietnam (North Vietnam)",Government of China,Government of Vietnam (North Vietnam),1987
"China, Vietnam (North Vietnam)",Government of China,Government of Vietnam (North Vietnam),1988
India,Government of India,TNV,1979
India,Government of India,TNV,1980
India,Government of India,TNV,1981
India,Government of India,TNV,1982
India,Government of India,TNV,1983
India,Government of India,TNV,1984
India,Government of India,TNV,1985
India,Government of India,TNV,1986
India,Government of India,TNV,1987
India,Government of India,TNV,1988
India,Government of India,ATTF,1992
India,Government of India,"ATTF, NLFT",1997
India,Government of India,NLFT,1999
India,Government of India,NLFT,2000
India,Government of India,NLFT,2001
India,Government of India,NLFT,2002
India,Government of India,NLFT,2003
India,Government of India,NLFT-B,2004
Nicaragua,Government of Nicaragua,FSLN,1977
Nicaragua,Government of Nicaragua,FSLN,1978
Nicaragua,Government of Nicaragua,FSLN,1979
Nicaragua,Government of Nicaragua,Contras,1982
Nicaragua,Government of Nicaragua,Contras,1983
Nicaragua,Government of Nicaragua,Contras,1984
Nicaragua,Government of Nicaragua,Contras,1985
Nicaragua,Government of Nicaragua,Contras,1986
Nicaragua,Government of Nicaragua,Contras,1987
Nicaragua,Government of Nicaragua,Contras,1988
Nicaragua,Government of Nicaragua,Contras,1989
Nicaragua,Government of Nicaragua,Contras,1990
Somalia,Government of Somalia,SSDF,1982
Somalia,Government of Somalia,"SNM, SSDF",1983
Somalia,Government of Somalia,"SNM, SSDF",1984
Somalia,Government of Somalia,SNM,1986
Somalia,Government of Somalia,SNM,1987
Somalia,Government of Somalia,SNM,1988
Somalia,Government of Somalia,"SNM, SPM",1989
Somalia,Government of Somalia,"SNM, SPM, USC/SSA",1990
Somalia,Government of Somalia,"SNM, SPM, USC/SNA, USC/SSA",1991
Somalia,Government of Somalia,USC/SNA,1992
Somalia,Government of Somalia,USC/SNA,1993
Somalia,Government of Somalia,USC/SNA,1994
Somalia,Government of Somalia,USC/SNA,1995
Somalia,Government of Somalia,USC/SNA,1996
Somalia,Government of Somalia,SRRC,2001
Somalia,Government of Somalia,SRRC,2002
Somalia,Government of Somalia,ARS/UIC,2006
Somalia,Government of Somalia,ARS/UIC,2007
Somalia,Government of Somalia,"Al-Shabaab, ARS/UIC",2008
Somalia,Government of Somalia,"Al-Shabaab, Hizbul Islam",2009
Somalia,Government of Somalia,"Al-Shabaab, Hizbul Islam",2010
Somalia,Government of Somalia,Al-Shabaab,2011
Somalia,Government of Somalia,Al-Shabaab,2012
Somalia,Government of Somalia,Al-Shabaab,2013
Somalia,Government of Somalia,Al-Shabaab,2014
Somalia,Government of Somalia,Al-Shabaab,2015
Somalia,Government of Somalia,Al-Shabaab,2016
Somalia,Government of Somalia,Al-Shabaab,2017
Somalia,Government of Somalia,Al-Shabaab,2018
Somalia,Government of Somalia,Al-Shabaab,2019
Somalia,Government of Somalia,Al-Shabaab,2020
Somalia,Government of Somalia,Al-Shabaab,2021
Somalia,Government of Somalia,Al-Shabaab,2022
Somalia,Government of Somalia,Al-Shabaab,2023
Iran,Government of Iran,MEK,1979
Iran,Government of Iran,MEK,1980
Iran,Government of Iran,MEK,1981
Iran,Government of Iran,MEK,1982
Iran,Government of Iran,MEK,1986
Iran,Government of Iran,MEK,1987
Iran,Government of Iran,MEK,1988
Iran,Government of Iran,MEK,1991
Iran,Government of Iran,MEK,1993
Iran,Government of Iran,MEK,1997
Iran,Government of Iran,MEK,1999
Iran,Government of Iran,MEK,2000
Iran,Government of Iran,MEK,2001
Iran,Government of Iran,PJAK,2005
Iran,Government of Iran,"Jondullah, PJAK",2006
Iran,Government of Iran,"Jondullah, PJAK",2007
Iran,Government of Iran,"Jondullah, PJAK",2008
Iran,Government of Iran,"Jondullah, PJAK",2009
Iran,Government of Iran,Jondullah,2010
Iran,Government of Iran,PJAK,2011
Iran,Government of Iran,PJAK,2018
Iran,Government of Iran,Jaish al-Adl,2019
Iran,Government of Iran,PJAK,2020
Iran,Government of Iran,PJAK,2021
Iran,Government of Iran,Jaish al-Adl,2023
Iran,Government of Iran,APCO,1979
Iran,Government of Iran,APCO,1980
Saudi Arabia,Government of Saudi Arabia,JSM,1979
Liberia,Government of Liberia,Military faction (forces of Samuel Doe),1980
Liberia,Government of Liberia,NPFL,1989
Liberia,Government of Liberia,"INPFL, NPFL",1990
Liberia,Government of Liberia,LURD,2000
Liberia,Government of Liberia,LURD,2001
Liberia,Government of Liberia,LURD,2002
Liberia,Government of Liberia,"LURD, MODEL",2003
Spain,Government of Spain,ETA,1978
Spain,Government of Spain,ETA,1979
Spain,Government of Spain,ETA,1980
Spain,Government of Spain,ETA,1981
Spain,Government of Spain,ETA,1982
Spain,Government of Spain,ETA,1985
Spain,Government of Spain,ETA,1986
Spain,Government of Spain,ETA,1987
Spain,Government of Spain,ETA,1991
Tunisia,Government of Tunisia,Résistance Armée Tunisienne,1980
Tunisia,Government of Tunisia,AQIM,2013
Tunisia,Government of Tunisia,AQIM,2014
Tunisia,Government of Tunisia,"AQIM, JAK-T",2015
Gambia,Government of Gambia,NRC,1981
South Africa,Government of South Africa,ANC,1981
South Africa,Government of South Africa,ANC,1982
South Africa,Government of South Africa,ANC,1983
South Africa,Government of South Africa,ANC,1985
South Africa,Government of South Africa,ANC,1986
South Africa,Government of South Africa,ANC,1987
South Africa,Government of South Africa,ANC,1988
"Argentina, United Kingdom",Government of Argentina,Government of United Kingdom,1982
India,Government of India,PLA,1982
India,Government of India,PLA,1983
India,Government of India,PLA,1984
India,Government of India,PLA,1985
India,Government of India,PLA,1986
India,Government of India,PLA,1987
India,Government of India,PLA,1988
India,Government of India,UNLF,1993
India,Government of India,UNLF,1994
India,Government of India,PLA,1995
India,Government of India,PLA,1996
India,Government of India,PLA,1998
India,Government of India,UNLF,1999
India,Government of India,"PLA, UNLF",2000
India,Government of India,UNLF,2003
India,Government of India,"PLA, UNLF",2004
India,Government of India,UNLF,2005
India,Government of India,"PLA, UNLF",2006
India,Government of India,UNLF,2007
India,Government of India,"KCP, PREPAK",2008
India,Government of India,"KCP, PREPAK, UNLF",2009
Kenya,Government of Kenya,Military faction (forces of Hezekiah Ochuka),1982
"Chad, Nigeria",Government of Chad,Government of Nigeria,1983
"Grenada, United States of America",Government of Grenada,Government of United States of America,1983
India,Government of India,Sikh insurgents,1983
India,Government of India,Sikh insurgents,1984
India,Government of India,Sikh insurgents,1985
India,Government of India,Sikh insurgents,1986
India,Government of India,Sikh insurgents,1987
India,Government of India,Sikh insurgents,1988
India,Government of India,Sikh insurgents,1989
India,Government of India,Sikh insurgents,1990
India,Government of India,Sikh insurgents,1991
India,Government of India,Sikh insurgents,1992
India,Government of India,Sikh insurgents,1993
Sri Lanka,Government of Sri Lanka,"LTTE, TELO",1984
Sri Lanka,Government of Sri Lanka,"EPRLF, LTTE, TELO",1985
Sri Lanka,Government of Sri Lanka,LTTE,1986
Sri Lanka,Government of Sri Lanka,LTTE,1987
Sri Lanka,Government of Sri Lanka,LTTE,1988
Sri Lanka,Government of Sri Lanka,"EPRLF, LTTE",1989
Sri Lanka,Government of Sri Lanka,LTTE,1990
Sri Lanka,Government of Sri Lanka,LTTE,1991
Sri Lanka,Government of Sri Lanka,LTTE,1992
Sri Lanka,Government of Sri Lanka,LTTE,1993
Sri Lanka,Government of Sri Lanka,LTTE,1994
Sri Lanka,Government of Sri Lanka,LTTE,1995
Sri Lanka,Government of Sri Lanka,LTTE,1996
Sri Lanka,Government of Sri Lanka,LTTE,1997
Sri Lanka,Government of Sri Lanka,LTTE,1998
Sri Lanka,Government of Sri Lanka,LTTE,1999
Sri Lanka,Government of Sri Lanka,LTTE,2000
Sri Lanka,Government of Sri Lanka,LTTE,2001
Sri Lanka,Government of Sri Lanka,LTTE,2003
Sri Lanka,Government of Sri Lanka,LTTE,2005
Sri Lanka,Government of Sri Lanka,LTTE,2006
Sri Lanka,Government of Sri Lanka,LTTE,2007
Sri Lanka,Government of Sri Lanka,LTTE,2008
Sri Lanka,Government of Sri Lanka,LTTE,2009
Cameroon,Government of Cameroon,UPC,1960
Cameroon,Government of Cameroon,UPC,1961
Cameroon,Government of Cameroon,Military faction (forces of Ibrahim Saleh),1984
Cameroon,Government of Cameroon,JAS,2015
Cameroon,Government of Cameroon,JAS,2016
Cameroon,Government of Cameroon,JAS,2017
Cameroon,Government of Cameroon,JAS,2020
Cameroon,Government of Cameroon,JAS,2022
Cameroon,Government of Cameroon,JAS,2023
Turkey,Government of Turkey,PKK,1984
Turkey,Government of Turkey,PKK,1985
Turkey,Government of Turkey,PKK,1986
Turkey,Government of Turkey,PKK,1987
Turkey,Government of Turkey,PKK,1988
Turkey,Government of Turkey,PKK,1989
Turkey,Government of Turkey,PKK,1990
Turkey,Government of Turkey,PKK,1991
Turkey,Government of Turkey,PKK,1992
Turkey,Government of Turkey,PKK,1993
Turkey,Government of Turkey,PKK,1994
Turkey,Government of Turkey,PKK,1995
Turkey,Government of Turkey,PKK,1996
Turkey,Government of Turkey,PKK,1997
Turkey,Government of Turkey,PKK,1998
Turkey,Government of Turkey,PKK,1999
Turkey,Government of Turkey,PKK,2000
Turkey,Government of Turkey,PKK,2001
Turkey,Government of Turkey,PKK,2002
Turkey,Government of Turkey,PKK,2003
Turkey,Government of Turkey,PKK,2004
Turkey,Government of Turkey,PKK,2005
Turkey,Government of Turkey,PKK,2006
Turkey,Government of Turkey,PKK,2007
Turkey,Government of Turkey,PKK,2008
Turkey,Government of Turkey,PKK,2009
Turkey,Government of Turkey,PKK,2010
Turkey,Government of Turkey,PKK,2011
Turkey,Government of Turkey,PKK,2012
Turkey,Government of Turkey,PKK,2013
Turkey,Government of Turkey,PKK,2015
Turkey,Government of Turkey,PKK,2016
Turkey,Government of Turkey,PKK,2017
Turkey,Government of Turkey,PKK,2018
Turkey,Government of Turkey,PKK,2019
Turkey,Government of Turkey,PKK,2020
Turkey,Government of Turkey,PKK,2021
Turkey,Government of Turkey,PKK,2022
Turkey,Government of Turkey,PKK,2023
"Burkina Faso, Mali",Government of Burkina Faso,Government of Mali,1985
"Laos, Thailand",Government of Laos,Government of Thailand,1986
"Laos, Thailand",Government of Laos,Government of Thailand,1987
"Laos, Thailand",Government of Laos,Government of Thailand,1988
Suriname,Government of Suriname,SLA,1987
Togo,Government of Togo,MTD,1986
Togo,Government of Togo,JNIM,2022
Togo,Government of Togo,JNIM,2023
South Yemen,Government of South Yemen,YSP - AFI,1986
Burkina Faso,Government of Burkina Faso,Popular Front,1987
Burkina Faso,Government of Burkina Faso,JNIM,2018
Burkina Faso,Government of Burkina Faso,JNIM,2019
Burkina Faso,Government of Burkina Faso,JNIM,2020
Burkina Faso,Government of Burkina Faso,JNIM,2021
Burkina Faso,Government of Burkina Faso,JNIM,2022
Burkina Faso,Government of Burkina Faso,JNIM,2023
"Chad, Libya",Government of Chad,Government of Libya,1987
Comoros,Government of Comoros,Presidential guard,1989
Ethiopia,Government of Ethiopia,ALF,1975
Ethiopia,Government of Ethiopia,ALF,1976
Ethiopia,Government of Ethiopia,ARDUF,1996
India,Government of India,Kashmir insurgents,1990
India,Government of India,Kashmir insurgents,1991
India,Government of India,Kashmir insurgents,1992
India,Government of India,Kashmir insurgents,1993
India,Government of India,Kashmir insurgents,1994
India,Government of India,Kashmir insurgents,1995
India,Government of India,Kashmir insurgents,1996
India,Government of India,Kashmir insurgents,1997
India,Government of India,Kashmir insurgents,1998
India,Government of India,Kashmir insurgents,1999
India,Government of India,Kashmir insurgents,2000
India,Government of India,Kashmir insurgents,2001
India,Government of India,Kashmir insurgents,2002
India,Government of India,Kashmir insurgents,2003
India,Government of India,Kashmir insurgents,2004
India,Government of India,Kashmir insurgents,2005
India,Government of India,Kashmir insurgents,2006
India,Government of India,Kashmir insurgents,2007
India,Government of India,Kashmir insurgents,2008
India,Government of India,Kashmir insurgents,2009
India,Government of India,Kashmir insurgents,2010
India,Government of India,Kashmir insurgents,2011
India,Government of India,Kashmir insurgents,2012
India,Government of India,Kashmir insurgents,2013
India,Government of India,Kashmir insurgents,2014
India,Government of India,Kashmir insurgents,2015
India,Government of India,Kashmir insurgents,2016
India,Government of India,Kashmir insurgents,2017
India,Government of India,Kashmir insurgents,2018
India,Government of India,Kashmir insurgents,2019
India,Government of India,Kashmir insurgents,2020
India,Government of India,Kashmir insurgents,2021
India,Government of India,Kashmir insurgents,2022
India,Government of India,Kashmir insurgents,2023
India,Government of India,ULFA,1990
India,Government of India,ULFA,1994
India,Government of India,ULFA,1995
India,Government of India,ULFA,1996
India,Government of India,ULFA,1997
India,Government of India,ULFA,1998
India,Government of India,ULFA,1999
India,Government of India,ULFA,2000
India,Government of India,ULFA,2001
India,Government of India,ULFA,2002
India,Government of India,ULFA,2003
India,Government of India,ULFA,2004
India,Government of India,ULFA,2005
India,Government of India,ULFA,2006
India,Government of India,ULFA,2007
India,Government of India,ULFA,2008
India,Government of India,ULFA,2009
India,Government of India,ULFA,2010
Indonesia,Government of Indonesia,GAM,1990
Indonesia,Government of Indonesia,GAM,1991
Indonesia,Government of Indonesia,GAM,1999
Indonesia,Government of Indonesia,GAM,2000
Indonesia,Government of Indonesia,GAM,2001
Indonesia,Government of Indonesia,GAM,2002
Indonesia,Government of Indonesia,GAM,2003
Indonesia,Government of Indonesia,GAM,2004
Indonesia,Government of Indonesia,GAM,2005
Panama,Government of Panama,Military faction (forces of Moisés Giroldi),1989
"Panama, United States of America",Government of Panama,Government of United States of America,1989
Papua New Guinea,Government of Papua New Guinea,BRA,1990
Papua New Guinea,Government of Papua New Guinea,BRA,1992
Papua New Guinea,Government of Papua New Guinea,BRA,1993
Papua New Guinea,Government of Papua New Guinea,BRA,1994
Papua New Guinea,Government of Papua New Guinea,BRA,1995
Papua New Guinea,Government of Papua New Guinea,BRA,1996
Romania,Government of Romania,"Military faction (forces of Nicolae Ceausescu), NSF",1989
"Iraq, Kuwait",Government of Iraq,Government of Kuwait,1990
"Iraq, Kuwait",Government of Iraq,Government of Kuwait,1991
Mali,Government of Mali,MPA,1990
Mali,Government of Mali,FPLA,1991
Mali,Government of Mali,FIAA,1994
Mali,Government of Mali,ATNMC,2007
Mali,Government of Mali,ATNMC,2008
Mali,Government of Mali,ATNMC,2009
Mali,Government of Mali,CMA,2012
Mali,Government of Mali,CMA,2014
Mali,Government of Mali,CMA,2015
Niger,Government of Niger,CRA,1994
Rwanda,Government of Rwanda,FPR,1990
Rwanda,Government of Rwanda,FPR,1991
Rwanda,Government of Rwanda,FPR,1992
Rwanda,Government of Rwanda,FPR,1993
Rwanda,Government of Rwanda,FPR,1994
Rwanda,Government of Rwanda,ALiR,1996
Rwanda,Government of Rwanda,ALiR,1997
Rwanda,Government of Rwanda,ALiR,1998
Rwanda,Government of Rwanda,ALiR,1999
Rwanda,Government of Rwanda,ALiR,2000
Rwanda,Government of Rwanda,FDLR-FOCA,2001
Rwanda,Government of Rwanda,FDLR-FOCA,2002
Rwanda,Government of Rwanda,FDLR-FOCA,2009
Rwanda,Government of Rwanda,FDLR-FOCA,2010
Rwanda,Government of Rwanda,FDLR-FOCA,2011
Rwanda,Government of Rwanda,FDLR-FOCA,2012
Rwanda,Government of Rwanda,FDLR-FOCA,2016
Rwanda,Government of Rwanda,"FDLR-FOCA, FDLR-RUD, RMDC",2019
Rwanda,Government of Rwanda,"FDLR-FOCA, FDLR-RUD, RMDC",2020
Rwanda,Government of Rwanda,FDLR-FOCA,2022
Rwanda,Government of Rwanda,FDLR-FOCA,2023
Senegal,Government of Senegal,MFDC,1990
Senegal,Government of Senegal,MFDC,1992
Senegal,Government of Senegal,MFDC,1993
Senegal,Government of Senegal,MFDC,1995
